"","Season","Date","Round","Team","Opposition","Out","Reason"
"3422","2015","May 24, 2015","8","Richmond","Port Adelaide","Liam McBean","Omitted"
"3423","2015","May 24, 2015","8","Richmond","Port Adelaide","Todd Elton","Omitted"
"3424","2015","May 29, 2015","9","Sydney Swans","Carlton","Jake Lloyd","Omitted"
"3425","2015","May 29, 2015","9","Sydney Swans","Carlton","Heath Grundy","Omitted"
"3426","2015","May 29, 2015","9","Carlton","Sydney Swans","Marc Murphy","Calf"
"3427","2015","May 29, 2015","9","Carlton","Sydney Swans","Bryce Gibbs","Back"
"3428","2015","May 29, 2015","9","Carlton","Sydney Swans","Chris Judd","Knee"
"3429","2015","May 29, 2015","9","Carlton","Sydney Swans","Robert Warnock","Hip"
"3430","2015","May 30, 2015","9","Hawthorn","Gold Coast Suns","Grant Birchall","Ankle"
"3431","2015","May 30, 2015","9","Hawthorn","Gold Coast Suns","Will Langford","Calf"
"3432","2015","May 30, 2015","9","Hawthorn","Gold Coast Suns","Jordan Lewis","Omitted"
"3433","2015","May 30, 2015","9","Hawthorn","Gold Coast Suns","Ryan Schoenmakers","Omitted"
"3434","2015","May 30, 2015","9","Gold Coast Suns","Hawthorn","Jack Leslie","Omitted"
"3435","2015","May 30, 2015","9","Gold Coast Suns","Hawthorn","Dion Prestia","Knee"
"3436","2015","May 30, 2015","9","Gold Coast Suns","Hawthorn","Andrew Raines","Omitted"
"3437","2015","May 30, 2015","9","Gold Coast Suns","Hawthorn","Aaron Hall","Omitted"
"3438","2015","May 30, 2015","9","Melbourne","Port Adelaide","Ben Newton","Omitted"
"3439","2015","May 30, 2015","9","Melbourne","Port Adelaide","Aidan Riley","Omitted"
"3440","2015","May 30, 2015","9","Port Adelaide","Melbourne","Patrick Ryder","Achilles"
"3441","2015","May 30, 2015","9","Port Adelaide","Melbourne","Jackson Trengove","Ankle"
"3442","2015","May 30, 2015","9","Port Adelaide","Melbourne","Kane Cornes","Retired"
"3443","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Michael Talia","Omitted"
"3444","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Stewart Crameri","Adductor"
"3445","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Brett Goodes","Arm"
"3446","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Ayce Cordy","Omitted"
"3447","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Jake Stringer","Omitted"
"3448","2015","May 30, 2015","9","Western Bulldogs","GWS Giants","Lachie Hunter","Omitted"
"3449","2015","May 30, 2015","9","GWS Giants","Western Bulldogs","Phil Davis","Suspension"
"3450","2015","May 30, 2015","9","GWS Giants","Western Bulldogs","Zac Williams","Omitted"
"3451","2015","May 30, 2015","9","Richmond","Essendon","Ty Vickery","Ankle"
"3452","2015","May 30, 2015","9","Adelaide Crows","Fremantle","Sam Kerridge","Ankle"
"3453","2015","May 31, 2015","9","Brisbane Lions","St Kilda","Mitch Golby","Omitted"
"3454","2015","May 31, 2015","9","Brisbane Lions","St Kilda","Darcy Gardiner","Omitted"
"3455","2015","May 31, 2015","9","Brisbane Lions","St Kilda","Daniel McStay","Hand"
"3456","2015","May 31, 2015","9","St Kilda","Brisbane Lions","Shane Savage","Omitted"
"3457","2015","May 31, 2015","9","St Kilda","Brisbane Lions","Tim Membrey","Omitted"
"3458","2015","May 31, 2015","9","St Kilda","Brisbane Lions","Eli Templeton","Omitted"
"3459","2015","May 31, 2015","9","St Kilda","Brisbane Lions","Sam Fisher","Hamstring"
"3460","2015","May 31, 2015","9","Collingwood","North Melbourne","Tim Broomhead","Omitted"
"3461","2015","May 31, 2015","9","North Melbourne","Collingwood","Ben Jacobs","Omitted"
"3462","2015","May 31, 2015","9","North Melbourne","Collingwood","Mason Wood","Omitted"
"3463","2015","May 31, 2015","9","West Coast Eagles","Geelong Cats","Elliot Yeo","Suspension"
"3464","2015","Jun 05, 2015","10","Fremantle","Richmond","Lee Spurr","Omitted"
"3465","2015","Jun 05, 2015","10","Richmond","Fremantle","Liam McBean","Omitted"
"3466","2015","Jun 06, 2015","10","Carlton","Adelaide Crows","Chris Yarran","Omitted"
"3467","2015","Jun 06, 2015","10","Carlton","Adelaide Crows","Dale Thomas","Toe"
"3468","2015","Jun 06, 2015","10","Carlton","Adelaide Crows","Liam Jones","Omitted"
"3469","2015","Jun 06, 2015","10","Adelaide Crows","Carlton","Jarryd Lyons","Omitted"
"3470","2015","Jun 06, 2015","10","Adelaide Crows","Carlton","Brodie Martin","Omitted"
"3471","2015","Jun 06, 2015","10","Adelaide Crows","Carlton","Jake Lever","Ankle"
"3472","2015","Jun 06, 2015","10","Gold Coast Suns","Sydney Swans","Charlie Dixon","Omitted"
"3473","2015","Jun 06, 2015","10","Gold Coast Suns","Sydney Swans","Harley Bennell","Injured"
"3474","2015","Jun 06, 2015","10","Gold Coast Suns","Sydney Swans","Alex Sexton","Hip"
"3475","2015","Jun 06, 2015","10","Gold Coast Suns","Sydney Swans","Jack Martin","Hamstring"
"3476","2015","Jun 06, 2015","10","Sydney Swans","Gold Coast Suns","Brandon Jack","Omitted"
"3477","2015","Jun 06, 2015","10","Sydney Swans","Gold Coast Suns","Ben McGlynn","Hamstring"
"3478","2015","Jun 06, 2015","10","Essendon","Geelong Cats","Jackson Merrett","Omitted"
"3479","2015","Jun 06, 2015","10","Essendon","Geelong Cats","Dustin Fletcher","Groin"
"3480","2015","Jun 06, 2015","10","Essendon","Geelong Cats","Jobe Watson","Groin"
"3481","2015","Jun 06, 2015","10","Geelong Cats","Essendon","Rhys Stanley","Omitted"
"3482","2015","Jun 06, 2015","10","Geelong Cats","Essendon","Mitch Clark","Calf"
"3483","2015","Jun 06, 2015","10","Port Adelaide","Western Bulldogs","Nathan Krakouer","Omitted"
"3484","2015","Jun 06, 2015","10","Western Bulldogs","Port Adelaide","Shane Biggs","Omitted"
"3485","2015","Jun 06, 2015","10","Western Bulldogs","Port Adelaide","Marcus Bontempelli","Adductor"
"3486","2015","Jun 06, 2015","10","Western Bulldogs","Port Adelaide","Liam Picken","Hamstring"
"3487","2015","Jun 07, 2015","10","GWS Giants","Brisbane Lions","Nick Haynes","Groin"
"3488","2015","Jun 07, 2015","10","GWS Giants","Brisbane Lions","Adam Kennedy","Omitted"
"3489","2015","Jun 07, 2015","10","Brisbane Lions","GWS Giants","James Aish","Jaw"
"3490","2015","Jun 07, 2015","10","Brisbane Lions","GWS Giants","Claye Beams","Knee"
"3491","2015","Jun 07, 2015","10","Brisbane Lions","GWS Giants","Tom Rockliff","Ribs"
"3492","2015","Jun 07, 2015","10","Brisbane Lions","GWS Giants","Jed Adcock","Calf"
"3493","2015","Jun 07, 2015","10","Brisbane Lions","GWS Giants","Ryan Harwood","Concussion"
"3494","2015","Jun 07, 2015","10","North Melbourne","West Coast Eagles","Shaun Atley","Omitted"
"3495","2015","Jun 07, 2015","10","North Melbourne","West Coast Eagles","Luke McDonald","Omitted"
"3496","2015","Jun 07, 2015","10","North Melbourne","West Coast Eagles","Kayne Turner","Omitted"
"3497","2015","Jun 07, 2015","10","West Coast Eagles","North Melbourne","Jamie Bennell","Omitted"
"3498","2015","Jun 07, 2015","10","West Coast Eagles","North Melbourne","Brant Colledge","Omitted"
"3499","2015","Jun 07, 2015","10","St Kilda","Hawthorn","Luke Dunstan","Rested"
"3500","2015","Jun 07, 2015","10","St Kilda","Hawthorn","Daniel McKenzie","Concussion"
"3501","2015","Jun 07, 2015","10","St Kilda","Hawthorn","Maverick Weller","Suspension"
"3502","2015","Jun 07, 2015","10","Hawthorn","St Kilda","Daniel Howe","Omitted"
"3503","2015","Jun 07, 2015","10","Hawthorn","St Kilda","Paul Puopolo","Foot"
"3504","2015","Jun 08, 2015","10","Melbourne","Collingwood","Jack Grimes","Omitted"
"3505","2015","Jun 08, 2015","10","Melbourne","Collingwood","Rohan Bail","Omitted"
"3506","2015","Jun 08, 2015","10","Melbourne","Collingwood","Jake Spencer","Omitted"
"3507","2015","Jun 08, 2015","10","Collingwood","Melbourne","Jarrod Witts","Omitted"
"3508","2015","Jun 08, 2015","10","Collingwood","Melbourne","Taylor Adams","Toe"
"3509","2015","Jun 13, 2015","11","Gold Coast Suns","Fremantle","Keegan Brooksby","Calf"
"3510","2015","Jun 13, 2015","11","Gold Coast Suns","Fremantle","Steven May","Groin"
"3511","2015","Jun 13, 2015","11","Gold Coast Suns","Fremantle","Greg Broughton","Achilles"
"3512","2015","Jun 13, 2015","11","Fremantle","Gold Coast Suns","Michael Johnson","Hamstring"
"3513","2015","Jun 13, 2015","11","Fremantle","Gold Coast Suns","Chris Mayne","Illness"
"3514","2015","Jun 13, 2015","11","Fremantle","Gold Coast Suns","Paul Duffield","Omitted"
"3515","2015","Jun 13, 2015","11","Fremantle","Gold Coast Suns","Zac Clarke","Omitted"
"3516","2015","Jun 13, 2015","11","West Coast Eagles","Essendon","Jackson Nelson","Omitted"
"3517","2015","Jun 13, 2015","11","West Coast Eagles","Essendon","Fraser McInnes","Omitted"
"3518","2015","Jun 13, 2015","11","Essendon","West Coast Eagles","Tom Bellchambers","Omitted"
"3519","2015","Jun 13, 2015","11","Essendon","West Coast Eagles","Courtenay Dempsey","Omitted"
"3520","2015","Jun 14, 2015","11","Collingwood","GWS Giants","Brodie Grundy","Neck"
"3521","2015","Jun 14, 2015","11","Collingwood","GWS Giants","Jarryd Blair","Ankle"
"3522","2015","Jun 14, 2015","11","GWS Giants","Collingwood","Aidan Corr","Omitted"
"3523","2015","Jun 14, 2015","11","St Kilda","Melbourne","Dylan Roberton","Foot"
"3524","2015","Jun 14, 2015","11","St Kilda","Melbourne","Jack Billings","Soreness"
"3525","2015","Jun 14, 2015","11","St Kilda","Melbourne","Jack Sinclair","Omitted"
"3526","2015","Jun 14, 2015","11","St Kilda","Melbourne","Tom Hickey","Omitted"
"3527","2015","Jun 14, 2015","11","St Kilda","Melbourne","Adam Schneider","Omitted"
"3528","2015","Jun 14, 2015","11","Melbourne","St Kilda","Jack Fitzpatrick","Omitted"
"3529","2015","Jun 14, 2015","11","Melbourne","St Kilda","Ben Newton","Omitted"
"3530","2015","Jun 14, 2015","11","Melbourne","St Kilda","Aaron Vandenberg","Hamstring"
"3531","2015","Jun 14, 2015","11","Melbourne","St Kilda","Colin Garland","Hand"
"3532","2015","Jun 14, 2015","11","Melbourne","St Kilda","Matt Jones","Omitted"
"3533","2015","Jun 18, 2015","12","Adelaide Crows","Hawthorn","Mitch Grigg","Ankle"
"3534","2015","Jun 18, 2015","12","Hawthorn","Adelaide Crows","Angus Litherland","Omitted"
"3535","2015","Jun 19, 2015","12","Richmond","West Coast Eagles","Sam Butler","Soreness"
"3536","2015","Jun 20, 2015","12","Carlton","Port Adelaide","Jason Tutt","Omitted"
"3537","2015","Jun 20, 2015","12","Carlton","Port Adelaide","Chris Judd","Retired"
"3538","2015","Jun 20, 2015","12","Port Adelaide","Carlton","Aaron Young","Omitted"
"3539","2015","Jun 20, 2015","12","Port Adelaide","Carlton","Sam Gray","Omitted"
"3540","2015","Jun 20, 2015","12","Port Adelaide","Carlton","Matt White","Hamstring"
"3541","2015","Jun 20, 2015","12","Port Adelaide","Carlton","Paul Stewart","Hamstring"
"3542","2015","Jun 20, 2015","12","Port Adelaide","Carlton","Tom Clurey","Omitted"
"3543","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Joel Patfull","Ribs"
"3544","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Stephen Coniglio","Shoulder"
"3545","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Phil Davis","Ankle"
"3546","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Tom Scully","Omitted"
"3547","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Shane Mumford","Ankle"
"3548","2015","Jun 20, 2015","12","GWS Giants","North Melbourne","Will Hoskin-Elliott","Omitted"
"3549","2015","Jun 20, 2015","12","North Melbourne","GWS Giants","Scott McMahon","Omitted"
"3550","2015","Jun 20, 2015","12","North Melbourne","GWS Giants","Ryan Bastinac","Omitted"
"3551","2015","Jun 20, 2015","12","Western Bulldogs","Brisbane Lions","Stewart Crameri","Ankle"
"3552","2015","Jun 20, 2015","12","Western Bulldogs","Brisbane Lions","Lin Jong","Omitted"
"3553","2015","Jun 20, 2015","12","Brisbane Lions","Western Bulldogs","Sam Mayes","Omitted"
"3554","2015","Jun 20, 2015","12","Brisbane Lions","Western Bulldogs","Harris Andrews","Omitted"
"3555","2015","Jun 20, 2015","12","Brisbane Lions","Western Bulldogs","Liam Dawson","Omitted"
"3556","2015","Jun 21, 2015","12","Geelong Cats","Melbourne","Rhys Stanley","Foot"
"3557","2015","Jun 21, 2015","12","Geelong Cats","Melbourne","James Kelly","Ankle"
"3558","2015","Jun 21, 2015","12","Melbourne","Geelong Cats","Jack Grimes","Hand"
"3559","2015","Jun 21, 2015","12","Melbourne","Geelong Cats","Jesse Hogan","Soreness"
"3560","2015","Jun 21, 2015","12","Melbourne","Geelong Cats","Viv Michie","Omitted"
"3561","2015","Jun 21, 2015","12","Melbourne","Geelong Cats","Cameron Pedersen","Hand"
"3562","2015","Jun 25, 2015","13","Fremantle","Collingwood","Tendai Mzungu","Omitted"
"3563","2015","Jun 25, 2015","13","Fremantle","Collingwood","Matt Taberner","Omitted"
"3564","2015","Jun 25, 2015","13","Collingwood","Fremantle","Ben Kennedy","Omitted"
"3565","2015","Jun 26, 2015","13","Sydney Swans","Richmond","Mike Pyke","Knee"
"3566","2015","Jun 26, 2015","13","Sydney Swans","Richmond","Daniel Robinson","Omitted"
"3567","2015","Jun 26, 2015","13","Richmond","Sydney Swans","Connor Menadue","Omitted"
"3568","2015","Jun 26, 2015","13","Richmond","Sydney Swans","Corey Ellis","Hip"
"3569","2015","Jun 26, 2015","13","Richmond","Sydney Swans","Steven Morris","Omitted"
"3570","2015","Jun 27, 2015","13","Hawthorn","Essendon","Cyril Rioli","Omitted"
"3571","2015","Jun 27, 2015","13","Hawthorn","Essendon","Ryan Schoenmakers","Omitted"
"3572","2015","Jun 27, 2015","13","Essendon","Hawthorn","Travis Colyer","Foot"
"3573","2015","Jun 27, 2015","13","Essendon","Hawthorn","Ben Howlett","Omitted"
"3574","2015","Jun 27, 2015","13","Essendon","Hawthorn","Paul Chapman","Groin"
"3575","2015","Jun 27, 2015","13","Essendon","Hawthorn","Patrick Ambrose","Omitted"
"3576","2015","Jun 27, 2015","13","Essendon","Hawthorn","Orazio Fantasia","Groin"
"3577","2015","Jun 27, 2015","13","Brisbane Lions","Adelaide Crows","Ryan Lester","Omitted"
"3578","2015","Jun 27, 2015","13","Brisbane Lions","Adelaide Crows","Nick Robertson","Shoulder"
"3579","2015","Jun 27, 2015","13","Brisbane Lions","Adelaide Crows","Zac O'Brien","Omitted"
"3580","2015","Jun 27, 2015","13","St Kilda","Western Bulldogs","Blake Acres","Omitted"
"3581","2015","Jun 27, 2015","13","St Kilda","Western Bulldogs","Cameron Shenton","Omitted"
"3582","2015","Jun 27, 2015","13","Western Bulldogs","St Kilda","Nathan Hrovat","Omitted"
"3583","2015","Jun 28, 2015","13","Carlton","Gold Coast Suns","Andrew Walker","Knee"
"3584","2015","Jun 28, 2015","13","Carlton","Gold Coast Suns","Bryce Gibbs","Suspension"
"3585","2015","Jun 28, 2015","13","Gold Coast Suns","Carlton","Peter Wright","Omitted"
"3586","2015","Jun 28, 2015","13","Gold Coast Suns","Carlton","Jack Leslie","Omitted"
"3587","2015","Jun 28, 2015","13","Gold Coast Suns","Carlton","Danny Stanley","Knee"
"3588","2015","Jun 28, 2015","13","Gold Coast Suns","Carlton","Clay Cameron","Omitted"
"3589","2015","Jul 02, 2015","14","Sydney Swans","Port Adelaide","Lance Franklin","Suspension"
"3590","2015","Jul 02, 2015","14","Sydney Swans","Port Adelaide","Kurt Tippett","Suspension"
"3591","2015","Jul 02, 2015","14","Sydney Swans","Port Adelaide","Tom Derickx","Omitted"
"3592","2015","Jul 02, 2015","14","Port Adelaide","Sydney Swans","Kane Mitchell","Omitted"
"3593","2015","Jul 02, 2015","14","Port Adelaide","Sydney Swans","Jackson Trengove","Omitted"
"3594","2015","Jul 03, 2015","14","Collingwood","Hawthorn","Tyson Goldsack","Knee"
"3595","2015","Jul 03, 2015","14","Collingwood","Hawthorn","Paul Seedsman","Omitted"
"3596","2015","Jul 03, 2015","14","Hawthorn","Collingwood","Jarryd Roughead","Illness"
"3597","2015","Jul 03, 2015","14","Hawthorn","Collingwood","Billy Hartung","Omitted"
"3598","2015","Jul 03, 2015","14","Hawthorn","Collingwood","James Frawley","Shoulder"
"3599","2015","Jul 04, 2015","14","Richmond","GWS Giants","Tomas Bugg","Omitted"
"3600","2015","Jul 04, 2015","14","Richmond","GWS Giants","Nick Haynes","Groin"
"3601","2015","Jul 04, 2015","14","Richmond","GWS Giants","Nathan Wilson","Omitted"
"3602","2015","Jul 04, 2015","14","Richmond","GWS Giants","Josh Kelly","Omitted"
"3603","2015","Jul 04, 2015","14","Gold Coast Suns","North Melbourne","Harley Bennell",""
"3604","2015","Jul 04, 2015","14","Gold Coast Suns","North Melbourne","Sean Lemmens","Omitted"
"3605","2015","Jul 04, 2015","14","Gold Coast Suns","North Melbourne","Jarrod Harbrow","Ankle"
"3606","2015","Jul 04, 2015","14","Gold Coast Suns","North Melbourne","Andrew Raines","Omitted"
"3607","2015","Jul 04, 2015","14","North Melbourne","Gold Coast Suns","Ben Brown","Omitted"
"3608","2015","Jul 04, 2015","14","Western Bulldogs","Carlton","Lukas Webb","Omitted"
"3609","2015","Jul 04, 2015","14","Western Bulldogs","Carlton","Bailey Dale","Omitted"
"3610","2015","Jul 04, 2015","14","Western Bulldogs","Carlton","Tom Boyd","Knee"
"3611","2015","Jul 04, 2015","14","Carlton","Western Bulldogs","Sam Docherty","Hamstring"
"3612","2015","Jul 04, 2015","14","Carlton","Western Bulldogs","Troy Menzel","Knee"
"3613","2015","Jul 04, 2015","14","Carlton","Western Bulldogs","Andrew Carrazzo","Toe"
"3614","2015","Jul 04, 2015","14","Carlton","Western Bulldogs","Sam Rowe","Omitted"
"3615","2015","Jul 04, 2015","14","Carlton","Western Bulldogs","David Ellard","Injured"
"3616","2015","Jul 04, 2015","14","Melbourne","West Coast Eagles","Heritier Lumumba","Foot"
"3617","2015","Jul 04, 2015","14","Melbourne","West Coast Eagles","Aidan Riley","Omitted"
"3618","2015","Jul 04, 2015","14","West Coast Eagles","Melbourne","Matt Rosa","Omitted"
"3619","2015","Jul 05, 2015","14","Essendon","St Kilda","Shaun Edwards","Omitted"
"3620","2015","Jul 05, 2015","14","Essendon","St Kilda","Jason Winderlich","Omitted"
"3621","2015","Jul 05, 2015","14","Essendon","St Kilda","Jake Carlisle","Ankle"
"3622","2015","Jul 05, 2015","14","St Kilda","Essendon","Darren Minchington","Omitted"
"3623","2015","Jul 05, 2015","14","St Kilda","Essendon","Luke Delaney","Omitted"
"3624","2015","Jul 05, 2015","14","Fremantle","Brisbane Lions","Cameron Sutcliffe","Omitted"
"3625","2015","Jul 05, 2015","14","Fremantle","Brisbane Lions","Hayden Crozier","Omitted"
"3626","2015","Jul 05, 2015","14","Fremantle","Brisbane Lions","Jack Hannath","Omitted"
"3627","2015","Jul 05, 2015","14","Brisbane Lions","Fremantle","Pearce Hanley","Hamstring"
"3628","2015","Jul 05, 2015","14","Brisbane Lions","Fremantle","Tom Cutler","Omitted"
"3629","2015","Jul 05, 2015","14","Brisbane Lions","Fremantle","Stefan Martin","Suspension"
"3630","2015","Jul 05, 2015","14","Brisbane Lions","Fremantle","Ryan Harwood","Calf"
"3631","2015","Jul 09, 2015","15","Port Adelaide","Collingwood","Alipate Carlile","Back"
"3632","2015","Jul 09, 2015","15","Port Adelaide","Collingwood","Nathan Krakouer","Omitted"
"3633","2015","Jul 09, 2015","15","Port Adelaide","Collingwood","Sam Colquhoun","Omitted"
"3634","2015","Jul 09, 2015","15","Port Adelaide","Collingwood","Andrew Moore","Omitted"
"3635","2015","Jul 09, 2015","15","Port Adelaide","Collingwood","Tom Jonas","Omitted"
"3636","2015","Jul 09, 2015","15","Collingwood","Port Adelaide","Marley Williams","Omitted"
"3637","2015","Jul 10, 2015","15","Richmond","Carlton","Ben Griffiths","Shoulder"
"3638","2015","Jul 10, 2015","15","Richmond","Carlton","Ivan Maric","Suspension"
"3639","2015","Jul 10, 2015","15","Carlton","Richmond","Blaine Boekhorst","Omitted"
"3640","2015","Jul 10, 2015","15","Carlton","Richmond","Mark Whiley","Omitted"
"3641","2015","Jul 10, 2015","15","Carlton","Richmond","Blaine Johnson","Omitted"
"3642","2015","Jul 10, 2015","15","Carlton","Richmond","Nick Graham","Foot"
"3643","2015","Jul 11, 2015","15","Essendon","Melbourne","Jake Melksham","Hamstring"
"3644","2015","Jul 11, 2015","15","Essendon","Melbourne","Courtenay Dempsey","Omitted"
"3645","2015","Jul 11, 2015","15","Essendon","Melbourne","Elliott Kavanagh","Omitted"
"3646","2015","Jul 11, 2015","15","Essendon","Melbourne","Jobe Watson","Shoulder"
"3647","2015","Jul 11, 2015","15","Essendon","Melbourne","Adam Cooney","Hamstring"
"3648","2015","Jul 11, 2015","15","Melbourne","Essendon","Rohan Bail","Omitted"
"3649","2015","Jul 11, 2015","15","Melbourne","Essendon","Jimmy Toumpas","Omitted"
"3650","2015","Jul 11, 2015","15","Melbourne","Essendon","Matt Jones","Omitted"
"3651","2015","Jul 11, 2015","15","Melbourne","Essendon","Jake Spencer","Omitted"
"3652","2015","Jul 11, 2015","15","Western Bulldogs","Gold Coast Suns","Joel Hamling","Back"
"3653","2015","Jul 11, 2015","15","Western Bulldogs","Gold Coast Suns","Jordan Roughead","Back"
"3654","2015","Jul 11, 2015","15","Western Bulldogs","Gold Coast Suns","Mitch Honeychurch","Back"
"3655","2015","Jul 11, 2015","15","Western Bulldogs","Gold Coast Suns","Toby McLean","Shoulder"
"3656","2015","Jul 11, 2015","15","Gold Coast Suns","Western Bulldogs","Henry Schade","Hip"
"3657","2015","Jul 11, 2015","15","Gold Coast Suns","Western Bulldogs","Keegan Brooksby","Omitted"
"3658","2015","Jul 11, 2015","15","Gold Coast Suns","Western Bulldogs","Andrew Boston","Omitted"
"3659","2015","Jul 11, 2015","15","Gold Coast Suns","Western Bulldogs","Adam Saad","Groin"
"3660","2015","Jul 11, 2015","15","Gold Coast Suns","Western Bulldogs","Luke Russell","Finger"
"3661","2015","Jul 11, 2015","15","North Melbourne","Geelong Cats","Robin Nahas","Omitted"
"3662","2015","Jul 11, 2015","15","North Melbourne","Geelong Cats","Trent Dumont","Omitted"
"3663","2015","Jul 11, 2015","15","North Melbourne","Geelong Cats","Majak Daw","Omitted"
"3664","2015","Jul 11, 2015","15","North Melbourne","Geelong Cats","Lachlan Hansen","Hip"
"3665","2015","Jul 11, 2015","15","North Melbourne","Geelong Cats","Lindsay Thomas","Omitted"
"3666","2015","Jul 11, 2015","15","Geelong Cats","North Melbourne","Shane Kersten","Omitted"
"3667","2015","Jul 11, 2015","15","Geelong Cats","North Melbourne","Michael Luxford","Omitted"
"3668","2015","Jul 11, 2015","15","Geelong Cats","North Melbourne","Jake Kolodjashnij","Omitted"
"3669","2015","Jul 11, 2015","15","West Coast Eagles","Adelaide Crows","Sam Butler","Injured"
"3670","2015","Jul 11, 2015","15","West Coast Eagles","Adelaide Crows","Liam Duggan","Omitted"
"3671","2015","Jul 11, 2015","15","Adelaide Crows","West Coast Eagles","Jake Kelly","Omitted"
"3672","2015","Jul 11, 2015","15","Adelaide Crows","West Coast Eagles","Kyle Cheney","Back"
"3673","2015","Jul 11, 2015","15","Adelaide Crows","West Coast Eagles","Rory Sloane","Cheek"
"3674","2015","Jul 12, 2015","15","GWS Giants","St Kilda","Caleb Marchbank","Omitted"
"3675","2015","Jul 12, 2015","15","GWS Giants","St Kilda","Adam Kennedy","Omitted"
"3676","2015","Jul 12, 2015","15","GWS Giants","St Kilda","James Stewart","Omitted"
"3677","2015","Jul 12, 2015","15","Hawthorn","Fremantle","Jonathon Ceglar","Omitted"
"3678","2015","Jul 12, 2015","15","Hawthorn","Fremantle","Will Langford","Omitted"
"3679","2015","Jul 12, 2015","15","Fremantle","Hawthorn","Matt Taberner","Omitted"
"3680","2015","Jul 12, 2015","15","Brisbane Lions","Sydney Swans","Ryan Lester","Omitted"
"3681","2015","Jul 12, 2015","15","Brisbane Lions","Sydney Swans","Josh Green","Foot"
"3682","2015","Jul 12, 2015","15","Brisbane Lions","Sydney Swans","Hugh Beasley","Omitted"
"3683","2015","Jul 12, 2015","15","Brisbane Lions","Sydney Swans","Mitch Robinson","Foot"
"3684","2015","Jul 12, 2015","15","Sydney Swans","Brisbane Lions","Toby Nankervis","Omitted"
"3685","2015","Jul 12, 2015","15","Sydney Swans","Brisbane Lions","Ted Richards","Concussion"
"3686","2015","Jul 12, 2015","15","Sydney Swans","Brisbane Lions","Gary Rohan","Hamstring"
"3687","2015","Jul 17, 2015","16","North Melbourne","Essendon","Drew Petrie","Suspension"
"3688","2015","Jul 17, 2015","16","Essendon","North Melbourne","Alex Browne","Concussion"
"3689","2015","Jul 18, 2015","16","Geelong Cats","Western Bulldogs","Joel Selwood","Suspension"
"3690","2015","Jul 18, 2015","16","Geelong Cats","Western Bulldogs","Dawson Simpson","Omitted"
"3691","2015","Jul 18, 2015","16","Geelong Cats","Western Bulldogs","Jared Rivers","Knee"
"3692","2015","Jul 18, 2015","16","Western Bulldogs","Geelong Cats","Michael Talia","Omitted"
"3693","2015","Jul 18, 2015","16","Western Bulldogs","Geelong Cats","Fletcher Roberts","Ankle"
"3694","2015","Jul 18, 2015","16","Western Bulldogs","Geelong Cats","Koby Stevens","Omitted"
"3695","2015","Jul 18, 2015","16","Western Bulldogs","Geelong Cats","Will Minson","Shoulder"
"3696","2015","Jul 18, 2015","16","Gold Coast Suns","GWS Giants","David Swallow","Knee"
"3697","2015","Jul 18, 2015","16","Gold Coast Suns","GWS Giants","Charlie Dixon","Ankle"
"3698","2015","Jul 18, 2015","16","Gold Coast Suns","GWS Giants","Seb Tape","Hamstring"
"3699","2015","Jul 18, 2015","16","Gold Coast Suns","GWS Giants","Sean Lemmens","Omitted"
"3700","2015","Jul 18, 2015","16","GWS Giants","Gold Coast Suns","Dylan Shiel","Knee"
"3701","2015","Jul 18, 2015","16","Collingwood","West Coast Eagles","Darcy Moore","Omitted"
"3702","2015","Jul 18, 2015","16","Collingwood","West Coast Eagles","Jamie Elliott","Back"
"3703","2015","Jul 18, 2015","16","Collingwood","West Coast Eagles","Tim Broomhead","Shoulder"
"3704","2015","Jul 18, 2015","16","Collingwood","West Coast Eagles","Taylor Adams","Suspension"
"3705","2015","Jul 18, 2015","16","Sydney Swans","Hawthorn","Mike Pyke","Knee"
"3706","2015","Jul 18, 2015","16","Sydney Swans","Hawthorn","Daniel Robinson","Omitted"
"3707","2015","Jul 18, 2015","16","Sydney Swans","Hawthorn","Jeremy Laidler","Ankle"
"3708","2015","Jul 18, 2015","16","Sydney Swans","Hawthorn","Dean Towers","Omitted"
"3709","2015","Jul 18, 2015","16","Hawthorn","Sydney Swans","Bradley Hill","Omitted"
"3710","2015","Jul 18, 2015","16","Hawthorn","Sydney Swans","Taylor Duryea","Shoulder"
"3711","2015","Jul 18, 2015","16","Fremantle","Carlton","Paul Duffield","Omitted"
"3712","2015","Jul 18, 2015","16","Fremantle","Carlton","Tendai Mzungu","Omitted"
"3713","2015","Jul 18, 2015","16","Fremantle","Carlton","Clancee Pearce","Omitted"
"3714","2015","Jul 18, 2015","16","Fremantle","Carlton","Zac Clarke","Omitted"
"3715","2015","Jul 18, 2015","16","Carlton","Fremantle","Cameron Wood","Omitted"
