"","Season","Date","Round","Team","Opposition","Out","Reason"
"2056","2013","Sep 01, 2013","23","Gold Coast Suns","GWS Giants","Daniel Gorringe","Abdominal"
"2057","2013","Sep 01, 2013","23","Gold Coast Suns","GWS Giants","Jackson Allen","Omitted"
"2058","2013","Sep 01, 2013","23","Gold Coast Suns","GWS Giants","Steven May","Suspension"
"2059","2013","Sep 01, 2013","23","Gold Coast Suns","GWS Giants","Greg Broughton","Achilles"
"2060","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Callan Ward","Hip"
"2061","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Tomas Bugg","Omitted"
"2062","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Dean Brogan","retired"
"2063","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Adam Treloar","Ankle"
"2064","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Nathan Wilson","Quad"
"2065","2013","Sep 01, 2013","23","GWS Giants","Gold Coast Suns","Zachary Williams","Omitted"
"2066","2013","Sep 01, 2013","23","Collingwood","North Melbourne","Luke Ball","Calf"
"2067","2013","Sep 01, 2013","23","Collingwood","North Melbourne","Heritier O'Brien","Omitted"
"2068","2013","Sep 01, 2013","23","North Melbourne","Collingwood","Levi Greenwood","Omitted"
"2069","2013","Sep 01, 2013","23","Western Bulldogs","Melbourne","Dylan Addison","Omitted"
"2070","2013","Sep 01, 2013","23","Western Bulldogs","Melbourne","Jason Tutt","Omitted"
"2071","2013","Sep 01, 2013","23","Melbourne","Western Bulldogs","Chris Dawes","Omitted"
"2072","2013","Sep 01, 2013","23","Melbourne","Western Bulldogs","David Rodan","Knee"
"2073","2013","Sep 01, 2013","23","Melbourne","Western Bulldogs","Cameron Pedersen","Omitted"
"2074","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Hawthorn","Sydney Swans","Lance Franklin","Suspension"
"2075","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Hawthorn","Sydney Swans","Shane Savage","Omitted"
"2076","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Hawthorn","Sydney Swans","Taylor Duryea","Omitted"
"2077","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Sydney Swans","Hawthorn","Mitch Morton","Omitted"
"2078","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Sydney Swans","Hawthorn","Shane Biggs","Omitted"
"2079","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Sydney Swans","Hawthorn","Harry Cunningham","Omitted"
"2080","06,"," 19:50 AEST, Sep 06,","Finals Week 1","Sydney Swans","Hawthorn","Brandon Jack","Omitted"
"2081","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Geelong Cats","Fremantle","Trent West","Omitted"
"2082","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Geelong Cats","Fremantle","Taylor Hunt","Omitted"
"2083","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Geelong Cats","Fremantle","Tom Hawkins","Omitted"
"2084","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Peter Faulks","Omitted"
"2085","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Alex Forster","Back"
"2086","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Clancee Pearce","Achilles"
"2087","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Jesse Crichton","Omitted"
"2088","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Joshua Mellington","Omitted"
"2089","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Hayden Crozier","Omitted"
"2090","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Matthew Taberner","Omitted"
"2091","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Craig Moller","Omitted"
"2092","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Jack Hannath","Omitted"
"2093","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Alex Silvagni","Omitted"
"2094","07,"," 14:20 AEST, Sep 07,","Finals Week 1","Fremantle","Geelong Cats","Joshua Simpson","Omitted"
"2095","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Collingwood","Port Adelaide","Quinten Lynch","Omitted"
"2096","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Collingwood","Port Adelaide","Jordan Russell","Omitted"
"2097","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Collingwood","Port Adelaide","Ben Kennedy","Omitted"
"2098","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Port Adelaide","Collingwood","Jack Hombsch","Omitted"
"2099","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Port Adelaide","Collingwood","Brent Renouf","Omitted"
"2100","07,"," 19:45 AEST, Sep 07,","Finals Week 1","Port Adelaide","Collingwood","Lewis Stevenson","Omitted"
"2101","08,"," 15:20 AEST, Sep 08,","Finals Week 1","Richmond","Carlton","Matt White","Hamstring"
"2102","08,"," 15:20 AEST, Sep 08,","Finals Week 1","Richmond","Carlton","Nathan Foley","Omitted"
"2103","08,"," 15:20 AEST, Sep 08,","Finals Week 1","Richmond","Carlton","Orren Stephenson","Omitted"
"2104","08,"," 15:20 AEST, Sep 08,","Finals Week 1","Carlton","Richmond","Levi Casboult","Omitted"
"2105","08,"," 15:20 AEST, Sep 08,","Finals Week 1","Carlton","Richmond","David Ellard","Omitted"
"2106",NA,", 2013 NA","Semi-Finals","Sydney Swans","Carlton","Ben McGlynn","Calf"
"2107",NA,", 2013 NA","Semi-Finals","Sydney Swans","Carlton","Gary Rohan","Omitted"
"2108",NA,", 2013 NA","Semi-Finals","Carlton","Sydney Swans","Troy Menzel","Omitted"
"2109",NA,", 2013 NA","Semi-Finals","Carlton","Sydney Swans","Matthew Kreuzer","Injured"
"2110","2013","Sep 20, 2013","Preliminary Final","Hawthorn","Geelong Cats","Matt Spangher","Omitted"
"2111","2013","Sep 20, 2013","Preliminary Final","Hawthorn","Geelong Cats","Jed Anderson","Omitted"
"2112","2013","Sep 20, 2013","Preliminary Final","Geelong Cats","Hawthorn","Taylor Hunt","Omitted"
"2113","2013","Sep 20, 2013","Preliminary Final","Geelong Cats","Hawthorn","Paul Chapman","Suspension"
"2114","2013","Sep 21, 2013","Preliminary Final","Fremantle","Sydney Swans","Tom Sheridan","Omitted"
"2115","2013","Sep 21, 2013","Preliminary Final","Sydney Swans","Fremantle","Tom Mitchell","Ankle"
"2116","2013","Sep 21, 2013","Preliminary Final","Sydney Swans","Fremantle","Kurt Tippett","Knee"
"2117","2013","Sep 28, 2013","Grand Final","Hawthorn","Fremantle","Brendan Whitecross","Knee"
"2134","2014","Mar 27, 2014","2","Richmond","Carlton","Alex Rance","Omitted"
"2135","2014","Mar 27, 2014","2","Richmond","Carlton","Matt McDonough","Omitted"
"2136","2014","Mar 27, 2014","2","Carlton","Richmond","Andrew Walker","Suspension"
"2137","2014","Mar 27, 2014","2","Carlton","Richmond","Matthew Watson","Omitted"
"2138","2014","Mar 27, 2014","2","Carlton","Richmond","Matthew Kreuzer","Omitted"
"2139","2014","Mar 27, 2014","2","Carlton","Richmond","Andrew McInnes","Omitted"
"2140","2014","Mar 28, 2014","2","Essendon","Hawthorn","Sam Mitchell","Omitted"
"2141","2014","Mar 28, 2014","2","Essendon","Hawthorn","Derick Wanganeen","Omitted"
"2142","2014","Mar 29, 2014","2","St Kilda","GWS Giants","Jack Billings","Omitted"
"2143","2014","Mar 29, 2014","2","St Kilda","GWS Giants","Jimmy Webster","Groin"
"2144","2014","Mar 29, 2014","2","GWS Giants","St Kilda","Rhys Palmer","Hamstring"
"2145","2014","Mar 29, 2014","2","GWS Giants","St Kilda","Phil Davis","Kidney"
"2146","2014","Mar 29, 2014","2","GWS Giants","St Kilda","Dylan Shiel","Quad"
"2147","2014","Mar 29, 2014","2","Port Adelaide","Adelaide Crows","Tom Clurey","Omitted"
"2148","2014","Mar 29, 2014","2","Adelaide Crows","Port Adelaide","Jarryd Lyons","Omitted"
"2149","2014","Mar 29, 2014","2","Adelaide Crows","Port Adelaide","Brodie Martin","Omitted"
"2150","2014","Mar 29, 2014","2","Fremantle","Gold Coast Suns","Lachie Neale","Omitted"
"2151","2014","Mar 29, 2014","2","Gold Coast Suns","Fremantle","Matthew Warnock","Omitted"
"2152","2014","Mar 29, 2014","2","Gold Coast Suns","Fremantle","Jack Martin","Shoulder"
"2153","2014","Mar 29, 2014","2","Sydney Swans","Collingwood","Jeremy Laidler","Omitted"
"2154","2014","Mar 29, 2014","2","Sydney Swans","Collingwood","Lewis Roberts-Thomson","Groin"
"2155","2014","Mar 29, 2014","2","Collingwood","Sydney Swans","Jarrod Witts","Omitted"
"2156","2014","Mar 29, 2014","2","Collingwood","Sydney Swans","Ben Kennedy","Omitted"
"2157","2014","Mar 29, 2014","2","Collingwood","Sydney Swans","Martin Clarke","Omitted"
"2158","2014","Mar 30, 2014","2","Brisbane Lions","Geelong Cats","Tom Rockliff","Suspension"
"2159","2014","Mar 30, 2014","2","Brisbane Lions","Geelong Cats","Ryan Harwood","Shoulder"
"2160","2014","Mar 30, 2014","2","Geelong Cats","Brisbane Lions","Jared Rivers","Omitted"
"2161","2014","Mar 30, 2014","2","Melbourne","West Coast Eagles","Dom Sheed","Omitted"
"2162","2014","Mar 30, 2014","2","Western Bulldogs","North Melbourne","Brett Goodes","Omitted"
"2163","2014","Mar 30, 2014","2","Western Bulldogs","North Melbourne","Tom Campbell","Omitted"
"2164","2014","Mar 30, 2014","2","Western Bulldogs","North Melbourne","Tory Dickson","Omitted"
"2165","2014","Mar 30, 2014","2","North Melbourne","Western Bulldogs","Scott McMahon","Omitted"
"2166","2014","Mar 30, 2014","2","North Melbourne","Western Bulldogs","Sam Wright","Omitted"
"2167","2014","Apr 04, 2014","3","Hawthorn","Fremantle","Tim O'Brien","Omitted"
"2168","2014","Apr 04, 2014","3","Hawthorn","Fremantle","Luke Hodge","Groin"
"2169","2014","Apr 04, 2014","3","Hawthorn","Fremantle","Ben McEvoy","Omitted"
"2170","2014","Apr 04, 2014","3","Fremantle","Hawthorn","Nat Fyfe","Suspension"
"2171","2014","Apr 04, 2014","3","Fremantle","Hawthorn","Zac Dawson","Suspension"
"2172","2014","Apr 04, 2014","3","Fremantle","Hawthorn","Michael Barlow","Knee"
"2173","2014","Apr 05, 2014","3","Western Bulldogs","Richmond","Koby Stevens","Omitted"
"2174","2014","Apr 05, 2014","3","Richmond","Western Bulldogs","Brett Deledio","Ankle"
"2175","2014","Apr 05, 2014","3","Richmond","Western Bulldogs","Shaun Hampson","Knee"
"2176","2014","Apr 05, 2014","3","Richmond","Western Bulldogs","Nathan Foley","Omitted"
"2177","2014","Apr 05, 2014","3","Adelaide Crows","Sydney Swans","Lewis Johnston","Omitted"
"2178","2014","Apr 05, 2014","3","Adelaide Crows","Sydney Swans","Brad Crouch","Leg"
"2179","2014","Apr 05, 2014","3","Adelaide Crows","Sydney Swans","Shaun McKernan","Concussion"
"2180","2014","Apr 05, 2014","3","Adelaide Crows","Sydney Swans","Sam Shaw","Omitted"
"2181","2014","Apr 05, 2014","3","Adelaide Crows","Sydney Swans","Jason Porplyzia","Omitted"
"2182","2014","Apr 05, 2014","3","Sydney Swans","Adelaide Crows","Sam Reid","Achilles"
"2183","2014","Apr 05, 2014","3","Sydney Swans","Adelaide Crows","Craig Bird","Calf"
"2184","2014","Apr 05, 2014","3","Gold Coast Suns","Brisbane Lions","Charlie Dixon","Adductor"
"2185","2014","Apr 05, 2014","3","Gold Coast Suns","Brisbane Lions","Timmy Sumner","Omitted"
"2186","2014","Apr 05, 2014","3","Brisbane Lions","Gold Coast Suns","Rohan Bewick","Omitted"
"2187","2014","Apr 05, 2014","3","Collingwood","Geelong Cats","Ben Sinclair","Hamstring"
"2188","2014","Apr 05, 2014","3","Collingwood","Geelong Cats","Nathan Brown","Shoulder"
"2189","2014","Apr 05, 2014","3","Geelong Cats","Collingwood","Corey Enright","Omitted"
"2190","2014","Apr 05, 2014","3","Geelong Cats","Collingwood","Taylor Hunt","Suspension"
"2191","2014","Apr 05, 2014","3","Geelong Cats","Collingwood","Lincoln McCarthy","Omitted"
"2192","2014","Apr 05, 2014","3","West Coast Eagles","St Kilda","Shannon Hurn","Knee"
"2193","2014","Apr 05, 2014","3","West Coast Eagles","St Kilda","Sharrod Wellingham","Omitted"
"2194","2014","Apr 05, 2014","3","St Kilda","West Coast Eagles","Dylan Roberton","Omitted"
"2195","2014","Apr 06, 2014","3","GWS Giants","Melbourne","Lachlan Whitfield","Foot"
"2196","2014","Apr 06, 2014","3","Melbourne","GWS Giants","Jack Trengove","Omitted"
"2197","2014","Apr 06, 2014","3","Melbourne","GWS Giants","Jimmy Toumpas","Omitted"
"2198","2014","Apr 06, 2014","3","Melbourne","GWS Giants","Viv Michie","Omitted"
"2199","2014","Apr 06, 2014","3","North Melbourne","Port Adelaide","Jack Ziebell","Omitted"
"2200","2014","Apr 06, 2014","3","Essendon","Carlton","Patrick Ryder","Ankle"
"2201","2014","Apr 06, 2014","3","Essendon","Carlton","Zach Merrett","Omitted"
"2202","2014","Apr 06, 2014","3","Essendon","Carlton","Patrick Ambrose","Omitted"
"2203","2014","Apr 06, 2014","3","Carlton","Essendon","Brock McLean","Omitted"
"2204","2014","Apr 06, 2014","3","Carlton","Essendon","Kane Lucas","Omitted"
"2205","2014","Apr 11, 2014","4","Richmond","Collingwood","Jake King","Omitted"
"2206","2014","Apr 11, 2014","4","Richmond","Collingwood","Ricky Petterd","Groin"
"2207","2014","Apr 11, 2014","4","Richmond","Collingwood","Orren Stephenson","Omitted"
"2208","2014","Apr 11, 2014","4","Collingwood","Richmond","Taylor Adams","Suspension"
"2209","2014","Apr 11, 2014","4","Collingwood","Richmond","Sam Dwyer","Knee"
"2210","2014","Apr 12, 2014","4","Carlton","Melbourne","Simon White","Omitted"
"2211","2014","Apr 12, 2014","4","Carlton","Melbourne","Tom Bell","Omitted"
"2212","2014","Apr 12, 2014","4","Carlton","Melbourne","Jeff Garlett","Omitted"
"2213","2014","Apr 12, 2014","4","Carlton","Melbourne","Jarrad Waite","Omitted"
"2214","2014","Apr 12, 2014","4","Carlton","Melbourne","Mitch Robinson","Omitted"
"2215","2014","Apr 12, 2014","4","Melbourne","Carlton","Jack Fitzpatrick","Omitted"
"2216","2014","Apr 12, 2014","4","Melbourne","Carlton","Shannon Byrnes","Omitted"
"2217","2014","Apr 12, 2014","4","Port Adelaide","Brisbane Lions","John Butcher","Omitted"
"2218","2014","Apr 12, 2014","4","Port Adelaide","Brisbane Lions","Angus Monfries","Hamstring"
"2219","2014","Apr 12, 2014","4","Port Adelaide","Brisbane Lions","Chad Wingard","Ankle"
"2220","2014","Apr 12, 2014","4","Brisbane Lions","Port Adelaide","Michael Close","Omitted"
"2221","2014","Apr 12, 2014","4","Brisbane Lions","Port Adelaide","Ryan Lester","Omitted"
"2222","2014","Apr 12, 2014","4","Brisbane Lions","Port Adelaide","Daniel Merrett","Suspension"
"2223","2014","Apr 12, 2014","4","Brisbane Lions","Port Adelaide","Josh Green","Leg"
"2224","2014","Apr 12, 2014","4","Brisbane Lions","Port Adelaide","Daniel Rich","Knee"
"2225","2014","Apr 12, 2014","4","GWS Giants","Western Bulldogs","Dylan Addison","Omitted"
"2226","2014","Apr 12, 2014","4","GWS Giants","Western Bulldogs","Devon Smith","Suspension"
"2227","2014","Apr 12, 2014","4","GWS Giants","Western Bulldogs","Shane Mumford","Omitted"
"2228","2014","Apr 12, 2014","4","Western Bulldogs","GWS Giants","Luke Dahlhaus","Calf"
"2229","2014","Apr 12, 2014","4","Western Bulldogs","GWS Giants","Jordan Roughead","Shoulder"
"2230","2014","Apr 12, 2014","4","Western Bulldogs","GWS Giants","Jason Johannisen","Omitted"
"2231","2014","Apr 12, 2014","4","Gold Coast Suns","Hawthorn","Brandon Matera","Suspension"
"2232","2014","Apr 12, 2014","4","Hawthorn","Gold Coast Suns","Angus Litherland","Omitted"
"2233","2014","Apr 12, 2014","4","Geelong Cats","West Coast Eagles","Jackson Sheringham","Omitted"
"2234","2014","Apr 12, 2014","4","Geelong Cats","West Coast Eagles","Mitch Brown","Ankle"
"2235","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Callum Sinclair","Omitted"
"2236","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Mark LeCras","Arm"
"2237","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Luke Shuey","Suspension"
"2238","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Chris Masten","Hamstring"
"2239","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Darren Glass","Hip"
"2240","2014","Apr 12, 2014","4","West Coast Eagles","Geelong Cats","Matt Rosa","Omitted"
"2241","2014","Apr 13, 2014","4","Sydney Swans","North Melbourne","Jamie Macmillan","Leg"
"2242","2014","Apr 13, 2014","4","Sydney Swans","North Melbourne","Daniel Currie","Omitted"
"2243","2014","Apr 13, 2014","4","St Kilda","Adelaide Crows","Sam Gilbert","Foot"
"2244","2014","Apr 13, 2014","4","St Kilda","Adelaide Crows","Tom Hickey","Calf"
"2245","2014","Apr 13, 2014","4","Adelaide Crows","St Kilda","Mitch Grigg","Omitted"
"2246","2014","Apr 13, 2014","4","Fremantle","Essendon","Chris Mayne","Ankle"
"2247","2014","Apr 13, 2014","4","Fremantle","Essendon","Garrick Ibbotson","Shoulder"
"2248","2014","Apr 13, 2014","4","Fremantle","Essendon","Tommy Sheridan","Omitted"
"2249","2014","Apr 13, 2014","4","Fremantle","Essendon","Michael Walters","Ankle"
"2250","2014","Apr 13, 2014","4","Fremantle","Essendon","Jack Hannath","Omitted"
"2251","2014","Apr 13, 2014","4","Essendon","Fremantle","Paul Chapman","Omitted"
"2252","2014","Apr 13, 2014","4","Essendon","Fremantle","Dustin Fletcher","Omitted"
"2253","2014","Apr 13, 2014","4","Essendon","Fremantle","David Myers","Omitted"
"2254","2014","Apr 19, 2014","5","Sydney Swans","Fremantle","Tom Mitchell","Ankle"
"2255","2014","Apr 19, 2014","5","Sydney Swans","Fremantle","Ryan O'Keefe","Omitted"
"2256","2014","Apr 19, 2014","5","Sydney Swans","Fremantle","Gary Rohan","Omitted"
"2257","2014","Apr 19, 2014","5","Fremantle","Sydney Swans","Hayden Crozier","Omitted"
"2258","2014","Apr 19, 2014","5","Fremantle","Sydney Swans","Josh Simpson","Omitted"
"2259","2014","Apr 19, 2014","5","West Coast Eagles","Port Adelaide","Sam Butler","Omitted"
"2260","2014","Apr 19, 2014","5","West Coast Eagles","Port Adelaide","Scott Lycett","Omitted"
"2261","2014","Apr 19, 2014","5","West Coast Eagles","Port Adelaide","Brant Colledge","Omitted"
"2262","2014","Apr 19, 2014","5","West Coast Eagles","Port Adelaide","Patrick McGinnity","Omitted"
"2263","2014","Apr 19, 2014","5","West Coast Eagles","Port Adelaide","Will Schofield","Omitted"
"2264","2014","Apr 19, 2014","5","Port Adelaide","West Coast Eagles","Jack Hombsch","Hamstring"
"2265","2014","Apr 19, 2014","5","Essendon","St Kilda","Travis Colyer","Omitted"
"2266","2014","Apr 19, 2014","5","Essendon","St Kilda","Dylan Van Unen","Omitted"
"2267","2014","Apr 19, 2014","5","Essendon","St Kilda","Jason Winderlich",""
"2268","2014","Apr 19, 2014","5","Essendon","St Kilda","Brendon Goddard","Groin"
"2269","2014","Apr 19, 2014","5","St Kilda","Essendon","Beau Maister","Omitted"
"2270","2014","Apr 19, 2014","5","St Kilda","Essendon","Shane Savage","Omitted"
"2271","2014","Apr 19, 2014","5","St Kilda","Essendon","Billy Longer","Omitted"
"2272","2014","Apr 19, 2014","5","St Kilda","Essendon","David Armitage","Knee"
"2273","2014","Apr 19, 2014","5","St Kilda","Essendon","Nathan Wright","Leg"
"2274",NA,"NA NA NA","",NA,NA,"Ben Rutten","Omitted"
"2275",NA,"NA NA NA","",NA,NA,"Brodie Martin","Omitted"
"2276",NA,"NA NA NA","",NA,NA,"Heath Shaw","Hamstring"
"2277",NA,"NA NA NA","",NA,NA,"Jacob Townsend","Omitted"
"2278",NA,"NA NA NA","",NA,NA,"Liam Sumner","Omitted"
"2279","2014","Apr 20, 2014","5","Melbourne","Gold Coast Suns","Dean Kent","Calf"
"2280","2014","Apr 20, 2014","5","Gold Coast Suns","Melbourne","Clay Cameron","Shoulder"
"2281","2014","Apr 20, 2014","5","Western Bulldogs","Carlton","Dale Morris","Ankle"
"2282","2014","Apr 20, 2014","5","Western Bulldogs","Carlton","Jason Tutt","Omitted"
"2283","2014","Apr 20, 2014","5","Western Bulldogs","Carlton","Lachie Hunter","Omitted"
"2284","2014","Apr 20, 2014","5","Carlton","Western Bulldogs","Dylan Buckley","Omitted"
"2285","2014","Apr 20, 2014","5","Carlton","Western Bulldogs","Michael Jamison","Leg"
"2286","2014","Apr 20, 2014","5","Carlton","Western Bulldogs","Troy Menzel","Hamstring"
"2287","2014","Apr 20, 2014","5","Carlton","Western Bulldogs","Nick Graham","Omitted"
"2288","2014","Apr 21, 2014","5","Geelong Cats","Hawthorn","Josh Caddy","Foot"
