"","X","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"1539",1539,"Sun","11-Jun-2017",2017,"3:20","Carlton","Greater Western Sydney",23194,"Docklands",4.15,1.23,185.5,1.23,4.15,2.92,31157.9865168539,-7963.98651685393,32309.6481481481,-9115.64814814815,-0.282133934308122,3
"1540",1540,"Sat","10-Jun-2017",2017,"7:25","Essendon","Port Adelaide",34022,"Docklands",3.37,1.32,192.5,1.32,3.37,2.05,31157.9865168539,2864.01348314607,36322.6666666667,-2300.66666666666,-0.0633396960575581,7
"1541",1541,"Sat","10-Jun-2017",2017,"4:35","Brisbane Lions","Fremantle",11742,"Gabba",2.31,1.62,180.5,1.62,2.31,0.69,20680.4862385321,-8938.48623853211,20786.5428571429,-9044.54285714286,-0.435115301245724,4
"1542",1542,"Sat","10-Jun-2017",2017,"1:45","Hawthorn","Gold Coast",27392,"M.C.G.",1.92,1.87,182.5,1.87,1.92,0.0499999999999998,50394.4829157175,-23002.4829157175,49782.9508196721,-22390.9508196721,-0.449771466958205,1
"1543",1543,"Fri","09-Jun-2017",2017,"7:20","Adelaide","St Kilda",46082,"Adelaide",1.14,5.65,187.5,1.14,5.65,4.51,43516.4,2565.6,46719.6666666667,-637.666666666664,-0.0136487845946389,7
"1544",1544,"Thu","08-Jun-2017",2017,"7:20","Sydney","Western Bulldogs",20692,"S.C.G.",1.74,2.07,163.5,1.74,2.07,0.33,29955.7356321839,-9263.73563218391,29955.7356321839,-9263.73563218391,-0.309247475873406,7
"1545",1545,"Sun","04-Jun-2017",2017,"2:40","Fremantle","Collingwood",34259,"Subiaco",2.05,1.76,170.5,1.76,2.05,0.29,35153.3529411765,-894.352941176468,34175.9680851064,83.0319148936178,0.0024295409770646,2
"1546",1546,"Sat","03-Jun-2017",2017,"7:25","North Melbourne","Richmond",36100,"Docklands",1.9,1.88,184.5,1.88,1.9,0.02,31157.9865168539,4942.01348314607,27670.4819277108,8429.51807228916,0.304639366033135,7
"1547",1547,"Sat","03-Jun-2017",2017,"4:35","Greater Western Sydney","Essendon",13671,"Sydney",1.25,3.93,189.5,1.25,3.93,2.68,10800.6603773585,2870.33962264151,10800.6603773585,2870.33962264151,0.265755937355333,4
"1548",1548,"Sat","03-Jun-2017",2017,"1:45","Gold Coast","West Coast",11402,"Carrara",1.96,1.83,193.5,1.83,1.96,0.13,14013.1604938272,-2611.16049382716,14048.65,-2646.65,-0.188391767180476,1
"1549",1549,"Fri","02-Jun-2017",2017,"7:50","Geelong","Adelaide",30458,"Kardinia",2.1,1.72,194.5,1.72,2.1,0.38,24884.9718309859,5573.02816901408,24884.9718309859,5573.02816901408,0.223951556259137,7
"1550",1550,"Thu","01-Jun-2017",2017,"7:20","Port Adelaide","Hawthorn",37910,"Adelaide",1.16,5.18,179.5,1.16,5.18,4.02,43516.4,-5606.4,40427.5357142857,-2517.53571428572,-0.0622727967412593,7
"1551",1551,"Sun","28-May-2017",2017,"2:40","West Coast","Greater Western Sydney",37057,"Subiaco",1.53,2.49,184.5,1.53,2.49,0.96,35153.3529411765,1903.64705882353,36141.247311828,915.752688172041,0.025338159479414,2
"1552",1552,"Sun","28-May-2017",2017,"3:20","Carlton","North Melbourne",32802,"Docklands",3.36,1.32,177.5,1.32,3.36,2.04,31157.9865168539,1644.01348314607,32309.6481481481,492.35185185185,0.0152385395716564,3
"1553",1553,"Sun","28-May-2017",2017,"1:10","Collingwood","Brisbane Lions",32750,"M.C.G.",1.06,8.54,174.5,1.06,8.54,7.48,50394.4829157175,-17644.4829157175,57107.1149425287,-24357.1149425287,-0.426516292532746,1
"1554",1554,"Sat","27-May-2017",2017,"7:10","Adelaide","Fremantle",42415,"Adelaide",1.15,5.43,170.5,1.15,5.43,4.28,43516.4,-1101.4,46719.6666666667,-4304.66666666666,-0.0921382144564387,7
"1555",1555,"Sat","27-May-2017",2017,"7:25","Richmond","Essendon",85565,"M.C.G.",1.76,2.06,175.5,1.76,2.06,0.3,50394.4829157175,35170.5170842825,50149.0454545455,35415.9545454545,0.706213931380911,7
"1556",1556,"Sat","27-May-2017",2017,"4:05","Melbourne","Gold Coast",5072,"Traeger",1.37,3.1,187.5,1.37,3.1,1.73,5545.6,-473.6,5545.6,-473.6,-0.0854010386612811,4
"1557",1557,"Sat","27-May-2017",2017,"1:45","Western Bulldogs","St Kilda",34685,"Docklands",1.44,2.77,174.5,1.44,2.77,1.33,31157.9865168539,3527.01348314607,28841.2391304348,5843.76086956522,0.202618231593197,1
"1558",1558,"Fri","26-May-2017",2017,"7:50","Sydney","Hawthorn",36221,"S.C.G.",1.14,5.65,183.5,1.14,5.65,4.51,29955.7356321839,6265.26436781609,29955.7356321839,6265.26436781609,0.209150743107934,7
"1559",1559,"Thu","25-May-2017",2017,"7:20","Geelong","Port Adelaide",24909,"Kardinia",1.68,2.18,187.5,1.68,2.18,0.5,24884.9718309859,24.0281690140837,24884.9718309859,24.0281690140837,0.000965569468082123,7
"1560",1560,"Sun","21-May-2017",2017,"2:40","Fremantle","Carlton",30313,"Subiaco",1.34,3.27,153.5,1.34,3.27,1.93,35153.3529411765,-4840.35294117647,34175.9680851064,-3862.96808510638,-0.113031709167292,2
"1561",1561,"Sun","21-May-2017",2017,"3:20","Melbourne","North Melbourne",33218,"M.C.G.",1.57,2.41,186.5,1.57,2.41,0.84,50394.4829157175,-17176.4829157175,35367.7023809524,-2149.70238095238,-0.0607815107070717,3
"1562",1562,"Sun","21-May-2017",2017,"1:10","Essendon","West Coast",36403,"Docklands",2.35,1.59,189.5,1.59,2.35,0.76,31157.9865168539,5245.01348314607,36322.6666666667,80.3333333333358,0.00221165846854129,1
"1563",1563,"Sat","20-May-2017",2017,"7:25","Brisbane Lions","Adelaide",13802,"Gabba",9.4,1.05,206.5,1.05,9.4,8.35,20680.4862385321,-6878.48623853211,20786.5428571429,-6984.54285714286,-0.336012722516903,7
"1564",1564,"Sat","20-May-2017",2017,"7:25","Collingwood","Hawthorn",54252,"M.C.G.",1.5,2.59,180.5,1.5,2.59,1.09,50394.4829157175,3857.51708428246,57107.1149425287,-2855.11494252874,-0.0499957832820316,7
"1565",1565,"Sat","20-May-2017",2017,"4:35","Greater Western Sydney","Richmond",10677,"Sydney",1.25,3.94,181.5,1.25,3.94,2.69,10800.6603773585,-123.66037735849,10800.6603773585,-123.66037735849,-0.0114493348589796,4
"1566",1566,"Sat","20-May-2017",2017,"1:45","St Kilda","Sydney",29778,"Docklands",1.95,1.85,183.5,1.85,1.95,0.0999999999999999,31157.9865168539,-1379.98651685393,30626.3473684211,-848.347368421051,-0.027699919883224,1
"1567",1567,"Fri","19-May-2017",2017,"7:50","Geelong","Western Bulldogs",30275,"Kardinia",1.91,1.88,164.5,1.88,1.91,0.03,24884.9718309859,5390.02816901408,24884.9718309859,5390.02816901408,0.216597720327841,7
"1568",1568,"Sun","14-May-2017",2017,"4:40","North Melbourne","Sydney",21589,"Docklands",1.71,2.14,186.5,1.71,2.14,0.43,31157.9865168539,-9568.98651685393,27670.4819277108,-6081.48192771084,-0.219782291598633,4
"1569",1569,"Sun","14-May-2017",2017,"1:15","Gold Coast","Port Adelaide",10118,"Jiangwan",3.33,1.33,202.5,1.33,3.33,2,10403.5,-285.5,10403.5,-285.5,-0.0274426875570721,1
"1570",1570,"Sun","14-May-2017",2017,"1:10","Richmond","Fremantle",31200,"M.C.G.",1.41,2.89,174.5,1.41,2.89,1.48,50394.4829157175,-19194.4829157175,50149.0454545455,-18949.0454545455,-0.377854559000942,1
"1571",1571,"Sat","13-May-2017",2017,"7:10","Adelaide","Melbourne",47882,"Adelaide",1.13,5.88,201.5,1.13,5.88,4.75,43516.4,4365.6,46719.6666666667,1162.33333333334,0.0248788875491407,7
"1572",1572,"Sat","13-May-2017",2017,"7:25","Essendon","Geelong",57173,"M.C.G.",3.35,1.32,188.5,1.32,3.35,2.03,50394.4829157175,6778.51708428246,61878.2051282051,-4705.20512820513,-0.0760397803791567,7
"1573",1573,"Sat","13-May-2017",2017,"4:35","Greater Western Sydney","Collingwood",11360,"Sydney",1.21,4.39,186.5,1.21,4.39,3.18,10800.6603773585,559.33962264151,10800.6603773585,559.33962264151,0.05178753919659,4
"1574",1574,"Sat","13-May-2017",2017,"2:10","St Kilda","Carlton",38014,"Docklands",1.3,3.52,176.5,1.3,3.52,2.22,31157.9865168539,6856.01348314607,30626.3473684211,7387.65263157895,0.241218861090709,2
"1575",1575,"Sat","13-May-2017",2017,"1:45","Hawthorn","Brisbane Lions",10553,"York",1.1,6.88,203.5,1.1,6.88,5.78,14457.1578947368,-3904.15789473684,14457.1578947368,-3904.15789473684,-0.270050166371784,1
"1576",1576,"Fri","12-May-2017",2017,"6:10","West Coast","Western Bulldogs",38934,"Subiaco",1.45,2.74,167.5,1.45,2.74,1.29,35153.3529411765,3780.64705882353,36141.247311828,2792.75268817204,0.0772732790342312,6
"1577",1577,"Sun","07-May-2017",2017,"2:40","Fremantle","Essendon",33393,"Subiaco",1.55,2.44,176.5,1.55,2.44,0.89,35153.3529411765,-1760.35294117647,34175.9680851064,-782.968085106382,-0.0229099021615599,2
"1578",1578,"Sun","07-May-2017",2017,"3:20","Melbourne","Hawthorn",38693,"M.C.G.",1.46,2.72,186.5,1.46,2.72,1.26,50394.4829157175,-11701.4829157175,35367.7023809524,3325.29761904762,0.0940207419534974,3
"1579",1579,"Sun","07-May-2017",2017,"1:10","Sydney","Brisbane Lions",25619,"S.C.G.",1.08,7.41,194.5,1.08,7.41,6.33,29955.7356321839,-4336.73563218391,29955.7356321839,-4336.73563218391,-0.144771461647051,1
"1580",1580,"Sat","06-May-2017",2017,"7:25","Gold Coast","Geelong",13648,"Carrara",2.63,1.49,195.5,1.49,2.63,1.14,14013.1604938272,-365.160493827161,14048.65,-400.65,-0.0285187544710701,7
"1581",1581,"Sat","06-May-2017",2017,"7:25","Western Bulldogs","Richmond",46387,"Docklands",1.3,3.52,184.5,1.3,3.52,2.22,31157.9865168539,15229.0134831461,28841.2391304348,17545.7608695652,0.608356693351986,7
"1582",1582,"Sat","06-May-2017",2017,"4:05","Port Adelaide","West Coast",38333,"Adelaide",1.33,3.29,185.5,1.33,3.29,1.96,43516.4,-5183.4,40427.5357142857,-2094.53571428572,-0.0518096311654628,4
"1583",1583,"Sat","06-May-2017",2017,"2:10","Collingwood","Carlton",70279,"M.C.G.",1.33,3.28,157.5,1.33,3.28,1.95,50394.4829157175,19884.5170842825,57107.1149425287,13171.8850574713,0.230652258842478,2
"1584",1584,"Sat","06-May-2017",2017,"1:45","North Melbourne","Adelaide",10064,"Bellerive",5.58,1.15,174.5,1.15,5.58,4.43,12573.0555555556,-2509.05555555555,12573.0555555556,-2509.05555555555,-0.199558137993505,1
"1585",1585,"Fri","05-May-2017",2017,"7:50","St Kilda","Greater Western Sydney",21160,"Docklands",2.73,1.46,190.5,1.46,2.73,1.27,31157.9865168539,-9997.98651685393,30626.3473684211,-9466.34736842105,-0.309091621489993,7
"1586",1586,"Sun","30-Apr-2017",2017,"4:10","Adelaide","Richmond",51069,"Adelaide",1.16,5.24,200.5,1.16,5.24,4.08,43516.4,7552.6,46719.6666666667,4349.33333333334,0.0930942715059326,4
"1587",1587,"Sun","30-Apr-2017",2017,"3:20","Geelong","Collingwood",46457,"M.C.G.",1.28,3.67,185.5,1.28,3.67,2.39,50394.4829157175,-3937.48291571754,63025.65,-16568.65,-0.262887411712533,3
"1588",1588,"Sun","30-Apr-2017",2017,"1:10","Essendon","Melbourne",44040,"Docklands",1.97,1.83,194.5,1.83,1.97,0.14,31157.9865168539,12882.0134831461,36322.6666666667,7717.33333333334,0.212466045077454,1
"1589",1589,"Sat","29-Apr-2017",2017,"6:10","West Coast","Fremantle",40836,"Subiaco",1.31,3.44,172.5,1.31,3.44,2.13,35153.3529411765,5682.64705882353,36141.247311828,4694.75268817204,0.129900129004003,6
"1590",1590,"Sat","29-Apr-2017",2017,"7:25","North Melbourne","Gold Coast",15431,"Docklands",1.43,2.82,196.5,1.43,2.82,1.39,31157.9865168539,-15726.9865168539,27670.4819277108,-12239.4819277108,-0.442329915311432,7
"1591",1591,"Sat","29-Apr-2017",2017,"4:35","Brisbane Lions","Port Adelaide",13638,"Gabba",5.57,1.15,205.5,1.15,5.57,4.42,20680.4862385321,-7042.48623853211,20786.5428571429,-7148.54285714286,-0.343902442376867,4
"1592",1592,"Sat","29-Apr-2017",2017,"2:10","Carlton","Sydney",32678,"M.C.G.",3.7,1.28,165.5,1.28,3.7,2.42,50394.4829157175,-17716.4829157175,52695.2941176471,-20017.2941176471,-0.379868723627514,2
"1593",1593,"Sat","29-Apr-2017",2017,"1:45","Hawthorn","St Kilda",15571,"York",1.82,2,187.5,1.82,2,0.18,14457.1578947368,1113.84210526316,14457.1578947368,1113.84210526316,0.0770443342580256,1
"1594",1594,"Fri","28-Apr-2017",2017,"7:50","Greater Western Sydney","Western Bulldogs",14048,"Manuka",1.3,3.52,178.5,1.3,3.52,2.22,10349.7083333333,3698.29166666667,10313.8095238095,3734.19047619048,0.362057343367653,7
"1595",1595,"Tue","25-Apr-2017",2017,"3:20","Essendon","Collingwood",87685,"M.C.G.",2.46,1.55,168.5,1.55,2.46,0.91,50394.4829157175,37290.5170842825,61878.2051282051,25806.7948717949,0.4170579094582,3
"1596",1596,"Mon","24-Apr-2017",2017,"7:25","Richmond","Melbourne",85657,"M.C.G.",1.68,2.18,167.5,1.68,2.18,0.5,50394.4829157175,35262.5170842825,50149.0454545455,35507.9545454545,0.708048462809498,7
"1597",1597,"Sun","23-Apr-2017",2017,"4:40","Hawthorn","West Coast",28997,"M.C.G.",2.74,1.46,182.5,1.46,2.74,1.28,50394.4829157175,-21397.4829157175,49782.9508196721,-20785.9508196721,-0.417531513850288,4
"1598",1598,"Sun","23-Apr-2017",2017,"3:20","St Kilda","Geelong",33884,"Docklands",2.57,1.5,194.5,1.5,2.57,1.07,31157.9865168539,2726.01348314607,30626.3473684211,3257.65263157895,0.106367651107423,3
"1599",1599,"Sat","22-Apr-2017",2017,"5:40","Fremantle","North Melbourne",33319,"Subiaco",1.61,2.31,179.5,1.61,2.31,0.7,35153.3529411765,-1834.35294117647,34175.9680851064,-856.968085106382,-0.0250751663558535,5
"1600",1600,"Sat","22-Apr-2017",2017,"7:25","Sydney","Greater Western Sydney",34824,"S.C.G.",2.55,1.51,178.5,1.51,2.55,1.04,29955.7356321839,4868.26436781609,29955.7356321839,4868.26436781609,0.162515266778684,7
"1601",1601,"Sat","22-Apr-2017",2017,"4:35","Gold Coast","Adelaide",12672,"Carrara",4.17,1.23,206.5,1.23,4.17,2.94,14013.1604938272,-1341.16049382716,14048.65,-1376.65,-0.0979916219707943,4
"1602",1602,"Sat","22-Apr-2017",2017,"1:45","Western Bulldogs","Brisbane Lions",31822,"Docklands",1.05,10.23,194.5,1.05,10.23,9.18,31157.9865168539,664.013483146067,28841.2391304348,2980.76086956522,0.10335065203283,1
"1603",1603,"Fri","21-Apr-2017",2017,"7:20","Port Adelaide","Carlton",43120,"Adelaide",1.06,8.97,174.5,1.06,8.97,7.91,43516.4,-396.400000000001,40427.5357142857,2692.46428571428,0.0665997627147691,7
"1604",1604,"Mon","17-Apr-2017",2017,"3:20","Hawthorn","Geelong",62360,"M.C.G.",2.87,1.42,191.5,1.42,2.87,1.45,50394.4829157175,11965.5170842825,49782.9508196721,12577.0491803279,0.25263767963224,3
"1605",1605,"Sun","16-Apr-2017",2017,"4:40","Brisbane Lions","Richmond",21669,"Gabba",3.17,1.35,198.5,1.35,3.17,1.82,20680.4862385321,988.51376146789,20786.5428571429,882.457142857143,0.0424532905217524,4
"1606",1606,"Sun","16-Apr-2017",2017,"3:20","Collingwood","St Kilda",36650,"Docklands",1.62,2.29,194.5,1.62,2.29,0.67,31157.9865168539,5492.01348314607,35366.8421052632,1283.15789473684,0.036281381609298,3
"1607",1607,"Sat","15-Apr-2017",2017,"7:10","Adelaide","Essendon",47492,"Adelaide",1.16,5.29,191.5,1.16,5.29,4.13,43516.4,3975.6,46719.6666666667,772.333333333336,0.0165312252513218,7
"1608",1608,"Sat","15-Apr-2017",2017,"7:25","Carlton","Gold Coast",24968,"Docklands",2.05,1.77,181.5,1.77,2.05,0.28,31157.9865168539,-6189.98651685393,32309.6481481481,-7341.64814814815,-0.227227734405673,7
"1609",1609,"Sat","15-Apr-2017",2017,"4:35","Greater Western Sydney","Port Adelaide",9185,"Manuka",1.37,3.09,193.5,1.37,3.09,1.72,10349.7083333333,-1164.70833333333,10313.8095238095,-1128.80952380952,-0.109446419502285,4
"1610",1610,"Sat","15-Apr-2017",2017,"1:45","Melbourne","Fremantle",27829,"M.C.G.",1.35,3.19,178.5,1.35,3.19,1.84,50394.4829157175,-22565.4829157175,35367.7023809524,-7538.70238095238,-0.213152166339548,1
"1611",1611,"Fri","14-Apr-2017",2017,"4:20","North Melbourne","Western Bulldogs",42814,"Docklands",3.54,1.3,184.5,1.3,3.54,2.24,31157.9865168539,11656.0134831461,27670.4819277108,15143.5180722892,0.547280604358522,4
"1612",1612,"Thu","13-Apr-2017",2017,"6:10","West Coast","Sydney",38063,"Subiaco",1.36,3.15,179.5,1.36,3.15,1.79,35153.3529411765,2909.64705882353,36141.247311828,1921.75268817204,0.053173391377201,6
"1613",1613,"Sun","09-Apr-2017",2017,"4:40","Gold Coast","Hawthorn",14728,"Carrara",3.06,1.38,198.5,1.38,3.06,1.68,14013.1604938272,714.839506172839,14048.65,679.35,0.0483569595655099,4
"1614",1614,"Sun","09-Apr-2017",2017,"3:20","Carlton","Essendon",48022,"M.C.G.",3.23,1.35,144.5,1.35,3.23,1.88,50394.4829157175,-2372.48291571754,52695.2941176471,-4673.29411764706,-0.0886852269429126,3
"1615",1615,"Sun","09-Apr-2017",2017,"1:10","St Kilda","Brisbane Lions",23097,"Docklands",1.15,5.44,208.5,1.15,5.44,4.29,31157.9865168539,-8060.98651685393,30626.3473684211,-7529.34736842105,-0.245845424459091,1
"1616",1616,"Sat","08-Apr-2017",2017,"5:40","Fremantle","Western Bulldogs",28865,"Subiaco",4.88,1.18,177.5,1.18,4.88,3.7,35153.3529411765,-6288.35294117647,34175.9680851064,-5310.96808510638,-0.155400662590765,5
"1617",1617,"Sat","08-Apr-2017",2017,"7:10","Port Adelaide","Adelaide",53698,"Adelaide",2.32,1.61,199.5,1.61,2.32,0.71,43516.4,10181.6,40427.5357142857,13270.4642857143,0.328253108957738,7
"1618",1618,"Sat","08-Apr-2017",2017,"4:35","Geelong","Melbourne",29733,"Docklands",1.4,2.96,194.5,1.4,2.96,1.56,31157.9865168539,-1424.98651685393,39256,-9523,-0.242587120440187,4
"1619",1619,"Sat","08-Apr-2017",2017,"2:10","Richmond","West Coast",42523,"M.C.G.",2.56,1.51,190.5,1.51,2.56,1.05,50394.4829157175,-7871.48291571754,50149.0454545455,-7626.04545454546,-0.1520676093717,2
"1620",1620,"Sat","08-Apr-2017",2017,"1:45","North Melbourne","Greater Western Sydney",8758,"Bellerive",4.31,1.22,205.5,1.22,4.31,3.09,12573.0555555556,-3815.05555555555,12573.0555555556,-3815.05555555555,-0.303431058480436,1
"1621",1621,"Fri","07-Apr-2017",2017,"7:50","Sydney","Collingwood",35310,"S.C.G.",1.45,2.74,186.5,1.45,2.74,1.29,29955.7356321839,5354.26436781609,29955.7356321839,5354.26436781609,0.178739204857435,7
"1622",1622,"Sun","02-Apr-2017",2017,"4:10","Port Adelaide","Fremantle",38388,"Adelaide",1.21,4.5,184.5,1.21,4.5,3.29,43516.4,-5128.4,40427.5357142857,-2039.53571428572,-0.0504491722844491,4
"1623",1623,"Sun","02-Apr-2017",2017,"3:20","Melbourne","Carlton",46727,"M.C.G.",1.21,4.35,191.5,1.21,4.35,3.14,50394.4829157175,-3667.48291571754,35367.7023809524,11359.2976190476,0.321177143391856,3
"1624",1624,"Sun","02-Apr-2017",2017,"1:10","Geelong","North Melbourne",30917,"Docklands",1.18,4.86,201.5,1.18,4.86,3.68,31157.9865168539,-240.986516853933,39256,-8339,-0.212426125942531,1
"1625",1625,"Sat","01-Apr-2017",2017,"4:40","West Coast","St Kilda",37749,"Subiaco",1.14,5.63,193.5,1.14,5.63,4.49,35153.3529411765,2595.64705882353,36141.247311828,1607.75268817204,0.0444852573653669,4
"1626",1626,"Sat","01-Apr-2017",2017,"6:25","Brisbane Lions","Essendon",21749,"Gabba",2.9,1.41,197.5,1.41,2.9,1.49,20680.4862385321,1068.51376146789,20786.5428571429,962.457142857143,0.0463019343558814,6
"1627",1627,"Sat","01-Apr-2017",2017,"4:35","Greater Western Sydney","Gold Coast",8022,"Sydney",1.12,6.37,203.5,1.12,6.37,5.25,10800.6603773585,-2778.66037735849,10800.6603773585,-2778.66037735849,-0.257267637373676,4
"1628",1628,"Sat","01-Apr-2017",2017,"1:45","Hawthorn","Adelaide",37420,"M.C.G.",2.04,1.78,202.5,1.78,2.04,0.26,50394.4829157175,-12974.4829157175,49782.9508196721,-12362.9508196721,-0.248337043427864,1
"1629",1629,"Fri","31-Mar-2017",2017,"7:50","Western Bulldogs","Sydney",42834,"Docklands",1.39,3.01,177.5,1.39,3.01,1.62,31157.9865168539,11676.0134831461,28841.2391304348,13992.7608695652,0.485165037683812,7
"1630",1630,"Thu","30-Mar-2017",2017,"7:20","Richmond","Collingwood",58236,"M.C.G.",2.14,1.71,187.5,1.71,2.14,0.43,50394.4829157175,7841.51708428246,50149.0454545455,8086.95454545454,0.16125839429555,7
"1631",1631,"Sun","26-Mar-2017",2017,"4:40","Fremantle","Geelong",34638,"Subiaco",2.23,1.66,175.5,1.66,2.23,0.57,35153.3529411765,-515.352941176468,34175.9680851064,462.031914893618,0.0135192048910816,4
"1632",1632,"Sun","26-Mar-2017",2017,"2:45","Adelaide","Greater Western Sydney",43993,"Adelaide",2.25,1.65,199.5,1.65,2.25,0.6,43516.4,476.599999999999,46719.6666666667,-2726.66666666666,-0.0583622885437253,2
"1633",1633,"Sun","26-Mar-2017",2017,"1:10","North Melbourne","West Coast",21997,"Docklands",3.4,1.32,186.5,1.32,3.4,2.08,31157.9865168539,-9160.98651685393,27670.4819277108,-5673.48192771084,-0.205037336990834,1
"1634",1634,"Sat","25-Mar-2017",2017,"7:05","Gold Coast","Brisbane Lions",12710,"Carrara",1.28,3.67,191.5,1.28,3.67,2.39,14013.1604938272,-1303.16049382716,14048.65,-1338.65,-0.0952867357361739,7
"1635",1635,"Sat","25-Mar-2017",2017,"7:25","Essendon","Hawthorn",78294,"M.C.G.",3.16,1.36,182.5,1.36,3.16,1.8,50394.4829157175,27899.5170842825,61878.2051282051,16415.7948717949,0.265292033564695,7
"1636",1636,"Sat","25-Mar-2017",2017,"4:35","St Kilda","Melbourne",36249,"Docklands",1.65,2.25,188.5,1.65,2.25,0.6,31157.9865168539,5091.01348314607,30626.3473684211,5622.65263157895,0.183588743507053,4
"1637",1637,"Sat","25-Mar-2017",2017,"4:35","Sydney","Port Adelaide",33129,"S.C.G.",1.28,3.7,173.5,1.28,3.7,2.42,29955.7356321839,3173.26436781609,29955.7356321839,3173.26436781609,0.10593177903489,4
"1638",1638,"Fri","24-Mar-2017",2017,"7:50","Collingwood","Western Bulldogs",66254,"M.C.G.",2.88,1.41,176.5,1.41,2.88,1.47,50394.4829157175,15859.5170842825,57107.1149425287,9146.88505747126,0.16017067342093,7
"1639",1639,"Thu","23-Mar-2017",2017,"7:20","Carlton","Richmond",73137,"M.C.G.",2.9,1.42,169.5,1.42,2.9,1.48,50394.4829157175,22742.5170842825,52695.2941176471,20441.7058823529,0.387922796990467,7
"1640",1640,"Sun","26-Aug-2018",2018,"4:40","St Kilda","North Melbourne",19866,"Docklands",3.15,1.35,185.5,1.35,3.15,1.8,31157.9865168539,-11291.9865168539,30626.3473684211,-10760.3473684211,-0.35134282384311,4
"1641",1641,"Sun","26-Aug-2018",2018,"3:20","Melbourne","Greater Western Sydney",37285,"M.C.G.",1.45,2.68,177.5,1.45,2.68,1.23,50394.4829157175,-13109.4829157175,35367.7023809524,1917.29761904762,0.0542104092144871,3
"1642",1642,"Sun","26-Aug-2018",2018,"1:10","Brisbane Lions","West Coast",16367,"Gabba",2.2,1.66,147.5,1.66,2.2,0.54,20680.4862385321,-4313.48623853211,20786.5428571429,-4419.54285714286,-0.212615579585144,1
"1643",1643,"Sat","25-Aug-2018",2018,"7:25","Carlton","Adelaide",17000,"Docklands",5.25,1.14,180.5,1.14,5.25,4.11,31157.9865168539,-14157.9865168539,32309.6481481481,-15309.6481481481,-0.473841376357595,7
"1644",1644,"Sat","25-Aug-2018",2018,"7:25","Sydney","Hawthorn",39660,"S.C.G.",2.04,1.8,152.5,1.8,2.04,0.24,29955.7356321839,9704.26436781609,29955.7356321839,9704.26436781609,0.323953465438853,7
"1645",1645,"Sat","25-Aug-2018",2018,"2:35","Fremantle","Collingwood",41320,"Perth",5.15,1.15,176.5,1.15,5.15,4,46893.0434782609,-5573.04347826087,41763.9090909091,-443.909090909088,-0.0106290120003569,2
"1646",1646,"Sat","25-Aug-2018",2018,"2:10","Richmond","Western Bulldogs",56998,"M.C.G.",1.09,6.89,174.5,1.09,6.89,5.8,50394.4829157175,6603.51708428246,50149.0454545455,6848.95454545454,0.136571982245651,2
"1647",1647,"Sat","25-Aug-2018",2018,"1:45","Geelong","Gold Coast",28004,"Kardinia",1.01,14.79,179.5,1.01,14.79,13.78,24884.9718309859,3119.02816901408,24884.9718309859,3119.02816901408,0.125337821967328,1
"1648",1648,"Fri","24-Aug-2018",2018,"7:20","Port Adelaide","Essendon",39168,"Adelaide",1.6,2.3,172.5,1.6,2.3,0.7,43516.4,-4348.4,40427.5357142857,-1259.53571428572,-0.0311553917900724,7
"1649",1649,"Sun","19-Aug-2018",2018,"4:10","Adelaide","North Melbourne",41444,"Adelaide",1.36,3.09,186.5,1.36,3.09,1.73,43516.4,-2072.4,46719.6666666667,-5275.66666666666,-0.112921753151778,4
"1650",1650,"Sun","19-Aug-2018",2018,"1:20","West Coast","Melbourne",55824,"Perth",1.7,2.12,173.5,1.7,2.12,0.42,46893.0434782609,8930.95652173913,53249.9090909091,2574.09090909091,0.0483398179083533,1
"1651",1651,"Sun","19-Aug-2018",2018,"1:10","Carlton","Western Bulldogs",24143,"Docklands",4.27,1.21,171.5,1.21,4.27,3.06,31157.9865168539,-7014.98651685393,32309.6481481481,-8166.64814814815,-0.252761902905966,1
"1652",1652,"Sat","18-Aug-2018",2018,"7:25","Gold Coast","Brisbane Lions",11907,"Carrara",4.19,1.22,177.5,1.22,4.19,2.97,14013.1604938272,-2106.16049382716,14048.65,-2141.65,-0.152445252746705,7
"1653",1653,"Sat","18-Aug-2018",2018,"7:25","St Kilda","Hawthorn",24795,"Docklands",5.1,1.16,175.5,1.16,5.1,3.94,31157.9865168539,-6362.98651685393,30626.3473684211,-5831.34736842105,-0.190402965729886,7
"1654",1654,"Sat","18-Aug-2018",2018,"4:35","Greater Western Sydney","Sydney",21433,"Sydney",1.73,2.09,159.5,1.73,2.09,0.36,10800.6603773585,10632.3396226415,10800.6603773585,10632.3396226415,0.984415697852158,4
"1655",1655,"Sat","18-Aug-2018",2018,"2:10","Geelong","Fremantle",24507,"Kardinia",1.05,9.4,151.5,1.05,9.4,8.35,24884.9718309859,-377.971830985916,24884.9718309859,-377.971830985916,-0.01518875864329,2
"1656",1656,"Sat","18-Aug-2018",2018,"1:45","Collingwood","Port Adelaide",46286,"M.C.G.",1.44,2.73,146.5,1.44,2.73,1.29,50394.4829157175,-4108.48291571754,57107.1149425287,-10821.1149425287,-0.189488034081548,1
